"name","r"
9945,0
9947,0
9948,16.81
9950,0
9951,0
9958,0
9960,0
9968,0
9973,0
9982,0
9986,0
9987,0
9988,0
9989,0
9990,0
9991,0
9992,0
9993,0
9994,0
9997,0
9999,0
10001,0
10002,0
10008,0
10009,0
10010,0
10011,0
10019,0
10021,0
10024,0
10025,0
10030,0
10033,0
10035,0
10040,0
10041,0
10043,0
10044,0
10046,0
10047,0
10048,0
10049,0
10050,0
10054,0
10057,0
10058,0
10064,0
10065,0
10068,25.8
10074,0
10077,0
10081,0
10082,0
10083,0
10086,0
10090,0
10092,0
10093,0
10094,0
10095,0
10097,0
10099,0
10100,0
10101,0
10103,0
10105,0
10110,0
10112,0
10116,0
10117,0
10118,0
10121,0
10122,0
10125,0
10132,0
10136,0
10137,0
10138,0
10140,0
10145,0
10146,0
10152,10.44
10157,0
10159,0
10160,0
10164,0
10166,0
10168,0
10170,0
10181,0
10183,0
10193,0
10204,15.71
10214,0
10218,0
10224,0
10228,0
10229,0
10230,0
10231,0
10232,0
10233,0
10236,0
10237,0
10239,0
10240,0
10242,0
10245,0
10248,0
10249,0
10250,0
10252,0
10253,0
10257,11.27
10258,0
10259,0
10262,0
10263,0
10264,0
10265,0
10267,0
10269,0
10281,0
10283,0
10284,0
10288,0
10296,0
10299,0
10303,0
10305,0
10306,0
10308,0
10309,0
10310,0
10311,0
10313,0
10314,0
10317,0
10321,0
10322,0
10325,0
10328,0
10329,0
10330,0
10332,0
10333,0
10341,0
10343,0
10346,0
10349,0
10350,0
10356,0
10358,0
10359,0
10363,0
10368,0
10369,0
10382,0
10383,0
10384,0
10385,0
10386,0
10394,0
10395,0
10397,0
10402,0
10404,0
10405,0
10406,0
10408,0
10410,0
10414,0
10416,0
10419,0
10420,0
10426,0
10427,0
10428,0
10429,0
10430,15.15
10434,0
10435,0
10437,0
10439,0
10441,0
10442,0
10443,0
10450,0
10455,0
10456,0
10463,0
10464,0
10468,0
10472,0
10479,0
10480,0
10481,0
10483,0
10484,0
10486,0
10487,0
10488,0
10490,0
10494,0
10499,0
10502,0
10503,0
10504,0
10506,0
10507,18.92
10510,0
10512,0
10513,0
10516,0
10519,24.77
10521,0
10522,0
10523,0
10525,0
10531,0
10532,0
10533,0
10538,0
10542,0
10544,0
10546,0
10547,0
10548,0
10551,0
10554,0
10556,0
10562,0
10564,0
10566,0
10572,0
10578,0
10583,0
10586,0
10597,0
10601,0
10602,0
10608,0
10612,0
10614,0
10617,0
10618,0
10620,0
10621,0
10623,0
10624,0
10626,0
10627,0
10628,0
10629,0
10631,0
10633,0
10634,0
10635,0
10638,0
10639,12.07
10642,0
10645,0
10648,0
10658,0
10662,0
10666,0
10671,0
10673,0
10682,0
10684,0
10689,0
10690,0
10694,0
10698,0
10701,0
10706,0
10707,0
10710,0
10715,0
10718,0
10721,0
10723,0
10724,0
10729,0
10730,16.52
10731,0
10732,0
10734,0
10736,0
10738,0
10739,0
10740,0
10741,0
10743,0
10744,0
10746,0
10747,0
10748,10.52
10749,0
10751,0
10758,17.04
10762,0
10764,0
10765,0
10769,0
10770,0
10771,0
10772,0
10775,13.05
10781,0
10785,0
10786,0
10790,0
10791,0
10795,0
10797,0
10799,0
10800,0
10803,0
10804,0
10805,0
10806,0
10807,0
10808,0
10809,0
10816,0
10819,0
10822,0
10824,0
10825,0
10826,0
10829,0
10830,0
10833,0
10845,0
10846,0
10848,0
10850,0
10853,0
10860,0
10863,0
10864,0
10866,0
10868,0
10871,0
10874,0
10876,0
10877,0
10880,0
10881,0
10887,0
10888,0
10890,0
10891,0
10893,0
10896,0
10897,0
10899,0
10904,0
10905,0
10908,0
10909,0
10910,0
10911,0
10916,0
10918,24.49
10922,0
10925,0
10927,0
10930,0
10931,0
10932,0
10933,0
10935,0
10939,0
10953,0
10954,0
10958,0
10959,0
10961,0
10964,0
10967,0
10972,0
10979,0
10983,0
10986,0
10988,0
10989,0
10990,0
10995,0
10997,0
10998,0
10999,0
11005,0
11008,0
11015,0
11017,0
11023,0
11024,0
11034,0
11036,0
11039,0
11040,0
11041,0
11042,0
11044,0
11047,0
11049,0
11053,0
11054,0
11055,0
11057,0
11060,0
11061,0
11064,0
11068,0
11073,0
11075,0
11077,0
11081,0
11088,0
11090,0
11096,0
11098,0
11101,0
11107,35.3
11108,0
11110,0
11113,0
11114,0
11115,0
11120,0
11125,0
11126,0
11130,0
11139,0
11140,0
11141,0
11145,0
11154,0
11155,0
11158,0
11161,0
11168,0
11169,0
11170,0
11171,0
11173,0
11174,0
11179,0
11180,0
11182,0
11186,0
11187,0
11189,0
11192,0
11196,0
11198,0
11199,0
11210,0
11212,0
11213,0
11214,0
11217,0
11218,0
11219,0
11223,0
11224,0
11225,0
11226,0
11228,0
11230,0
11232,0
11235,0
11239,0
11240,0
11244,0
11245,0
11246,0
11248,0
11249,0
11250,0
11253,0
11255,0
11258,0
11260,0
11261,0
11264,0
11267,0
11275,0
11277,0
11278,0
11283,0
11287,0
11288,0
11293,0
11299,0
11303,0
11305,0
11309,0
11311,0
11313,0
11315,0
11316,0
11317,0
11319,0
11323,0
11325,0
11326,0
11327,0
11328,0
11330,0
11331,0
11333,0
11334,0
11337,15.94
11339,0
11342,0
11345,0
11346,0
11348,0
11353,0
11355,10.84
11356,0
11359,0
11360,0
11367,0
11371,0
11372,0
11373,0
11374,0
11376,0
11378,0
11379,0
11382,0
11383,12.11
11387,0
11388,0
11395,0
11397,0
11401,0
11403,0
11406,0
11409,0
11416,0
11418,0
11419,0
11425,0
11429,0
11448,0
11452,0
11455,0
11458,0
11461,12.98
11462,0
11464,0
11473,0
11479,0
11484,0
11488,0
11489,0
11500,0
11505,0
11507,0
11509,0
11513,0
11517,0
11518,0
11519,0
11520,0
11522,0
11523,0
11524,0
11525,0
11529,0
11530,0
11531,0
11532,0
11534,0
11535,0
11537,0
11540,0
11550,0
11552,0
11553,0
11554,0
11564,0
11565,0
11566,0
11567,0
11568,0
11572,0
11580,0
11581,0
11582,0
11583,0
11584,0
11589,0
11590,0
11594,0
11596,0
11597,0
11601,0
11602,0
11606,0
11607,0
11609,0
11613,0
11614,0
11615,0
11617,0
11619,0
11622,0
11624,0
11627,0
11629,0
11636,0
11637,0
11639,0
11646,0
11647,0
11651,0
11654,0
11657,0
11658,0
11659,0
11660,0
11661,0
11666,0
11667,0
11674,0
11682,0
11687,0
11688,0
11691,0
11693,0
11694,0
11699,0
11700,0
11701,0
11703,0
11705,0
11707,0
11711,0
11712,0
11715,0
11716,0
11725,0
11731,0
11732,0
11735,0
11741,0
11745,0
11749,0
11755,0
11761,0
11764,0
11767,0
11770,0
11773,0
11780,0
11785,0
11788,0
11793,0
11801,0
11802,14.36
11803,0
11807,0
11810,0
11811,0
11815,14.73
11816,0
11820,0
11827,0
11828,0
11829,0
11830,0
11834,0
11836,0
11840,0
11846,0
11853,0
11855,0
11858,0
11859,35.44
11860,0
11862,0
11872,0
11873,0
11874,0
11876,0
11877,0
11882,0
11884,0
11887,0
11892,0
11898,0
11899,0
11900,0
11901,0
11915,0
11922,0
11926,0
11928,0
11932,0
11935,0
11938,0
11939,0
11940,0
11942,0
11944,0
11947,0
11951,0
11956,0
11964,0
11966,0
11969,0
11971,0
11974,0
11976,0
11977,0
11979,0
11980,0
11983,0
12000,0
12001,0
12003,0
12005,0
12006,0
12015,0
12017,0
12018,0
12022,0
12029,0
12030,0
12032,0
12033,0
12035,0
12036,0
12037,0
12041,0
12043,0
12046,0
12051,15.53
12053,0
12056,0
12057,0
12058,0
12062,0
12064,0
12065,0
12071,0
12073,0
12079,0
12081,0
12083,0
12086,0
12090,0
12092,0
12093,0
12099,0
12102,0
12103,0
12106,0
12108,0
12109,0
12112,0
12114,0
12119,0
12121,0
12127,0
12135,0
12142,0
12144,0
12145,0
12161,0
12169,0
12172,0
12175,0
12176,0
12177,0
12181,0
12182,0
12184,0
12192,0
12196,0
12201,0
12203,0
12204,0
12207,0
12215,0
12218,0
12220,0
12221,0
12222,0
12226,0
12230,0
12232,0
12236,0
12241,0
12252,0
12254,0
12255,0
12257,0
12260,0
12261,0
12264,0
12266,0
12271,0
12272,0
12277,0
12278,0
12280,0
12282,0
12284,0
12291,0
12304,0
12305,0
12307,0
12311,0
12314,0
12317,0
12320,0
12323,0
12324,0
12325,0
12333,0
12334,0
12335,0
12336,0
12339,0
12340,0
12341,25.07
12343,0
12344,15.05
12347,0
12348,0
12350,0
12352,0
12356,0
12358,0
12362,0
12364,0
12368,0
12369,0
12370,0
12371,0
12373,0
12378,0
12379,0
12383,0
12396,0
12398,0
12401,0
12408,0
12412,0
12413,0
12415,0
12417,0
12422,0
12423,10.89
12425,0
12430,0
12431,0
12432,0
12437,0
12438,0
12445,0
12447,0
12449,0
12451,0
12452,0
12454,0
12460,0
12466,0
12475,0
12480,0
12489,0
12492,0
12496,0
12497,0
12498,0
12499,0
12500,0
12501,0
12504,0
12505,0
12506,0
12507,0
12508,0
12509,0
12514,0
12515,0
12523,0
12524,0
12527,0
12528,0
12532,0
12533,0
12534,0
12536,21.93
12537,0
12538,0
12540,0
12543,0
12544,0
12552,0
12554,0
12561,0
12570,0
12579,0
12582,0
12584,0
12589,0
12598,0
12599,0
12601,0
12603,0
12609,0
12621,0
12622,0
12626,0
12627,0
12629,0
12631,0
12632,0
12633,0
12640,0
12642,0
12648,0
12650,0
12651,0
12654,0
12661,0
12662,0
12663,0
12669,0
12670,0
12674,0
12677,0
12678,0
12679,0
12684,0
12688,0
12705,0
12710,0
12712,0
12714,0
12715,0
12719,0
12730,0
12731,0
12735,0
12744,0
12749,0
12750,0
12761,0
12765,0
12766,0
12767,0
12772,0
12778,0
12782,0
12789,0
12790,0
12792,0
12793,0
12795,0
12799,0
12800,0
12805,0
12806,0
12807,0
12813,0
12818,0
12819,0
12824,0
12825,0
12826,0
12836,0
12837,0
12840,0
12844,0
12846,0
12848,0
12850,0
12851,0
12853,0
12857,0
12858,0
12861,0
12863,0
12865,0
12869,0
12870,0
12871,0
12875,0
12879,0
12890,0
12892,0
12896,0
12903,0
12907,0
12911,0
12914,0
12923,0
12927,0
12930,0
12937,0
12938,0
12943,0
12945,0
12954,0
12957,0
12958,0
12959,0
12961,0
12966,0
12973,0
12980,0
12981,0
12983,0
13001,0
13002,0
13004,0
13005,0
13010,0
13019,0
13023,0
13026,0
13028,0
13042,0
13043,0
13045,0
13046,0
13047,0
13049,0
13052,0
13053,0
13060,0
13066,0
13079,0
13083,0
13086,0
13089,0
13090,0
13091,0
13092,0
13096,0
13097,0
13098,0
13103,0
13105,0
13106,0
13108,0
13121,0
13126,0
13130,0
13132,0
13140,0
13145,0
13155,0
13156,0
13161,0
13166,10.29
13170,0
13173,0
13192,0
13193,0
13194,0
13195,0
13207,0
13213,0
13216,0
13222,0
13225,0
13227,0
13239,0
13248,0
13255,0
13256,0
13257,0
13259,0
13260,0
13266,0
13267,0
13268,0
13271,0
13272,0
13275,0
13277,0
13280,0
13282,0
13284,0
13303,0
13307,0
13308,0
13310,0
13316,0
13320,0
13323,0
13338,0
13340,0
13348,0
13350,0
13358,0
13366,0
13368,0
13374,0
13382,0
13384,0
13386,0
13396,0
13403,0
13405,0
13408,0
13419,0
13427,0
13431,0
13441,0
13449,0
13452,0
13455,0
13458,11.9
13459,0
13460,0
13462,0
13469,0
13477,0
13481,0
13487,0
13490,0
13494,0
13495,0
13518,0
13521,0
13533,0
13539,0
13554,0
13555,0
13556,0
13560,0
13563,0
13566,0
13568,0
13570,0
13572,0
13573,0
13576,0
13583,0
13585,0
13586,0
13587,0
13588,0
13590,0
13593,0
13594,0
13597,0
13607,0
13609,0
13612,0
13622,0
13623,0
13632,0
13636,0
13637,0
13643,0
13644,0
13650,0
13653,0
13657,0
13664,0
13667,0
